permit_type,accela,name,address_no,address_st,bo,zip,inspection_date,inspection_year,inspection_type,all_violations,phh_violations,critical_violations,general_violations,docket,lat,long,BIN,NTA,NTAcode
Indoor,40998758,TOWN SPORTS INTERNATIONAL,230,WEST 41 STREET,MA,10036,12/23/2019,2019,Routine Inspection,2,0,1,1,24210-19S0,40.75579548,-73.98848211,1080830,Midtown-Midtown South,MN17
Indoor,41228473,PACIFIC BLUE HOME OWNERS ASSOCIATION INC,904,PACIFIC STREET,BK,11238,12/23/2019,2019,Routine Inspection,2,0,0,2,,40.68008958,-73.9636001,3027695,Prospect Heights,BK64
Indoor,41405586,PLATINUM CONDOMINIUM,247,WEST 46 STREET,MA,10036,12/26/2019,2019,Routine Inspection,2,0,1,1,24325-19S0,40.75922073,-73.986572,1024736,Midtown-Midtown South,MN17
Indoor,40976822,NORTH TOWN PHASE III ASSOCIATES LP,595,MAIN STREET,MA,10044,12/26/2019,2019,Routine Inspection,2,0,1,1,24375-19S0,40.76291842,-73.94914763,1084707,Lenox Hill-Roosevelt Island,MN31
Indoor,50086626,565 BROOME SOHO CONDOMINIUM,565,BROOME STREET,MA,10013,12/29/2019,2019,Routine Inspection,2,0,1,1,24468-19S0,40.72436837,-74.00584822,1089738,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,40425747,YESHIVA UNIVERSITY ATHLETIC CENTER,2501,AMSTERDAM AVENUE,MA,10033,12/29/2019,2019,Routine Inspection,2,1,0,1,24469-19S0,40.84999614,-73.92955461,1081872,Washington Heights North,MN35
Indoor,40584715,TORAH ACADEMY FOR GIRLS,636,LANETT AVENUE,QU,11691,12/31/2019,2019,Routine Inspection,2,0,0,2,,40.59964224,-73.7415294,4463016,Far Rockaway-Bayswater,QN15
Indoor,41119163,BLOCK INSTITUTE INC,376,BAY 44 STREET,BK,11214,1/3/2020,2020,Routine Inspection,2,1,0,1,00120-20S0,40.58751643,-73.99388299,3187874,Gravesend,BK26
Indoor,50045964,"FITNESS INTERNATIONAL, LLC",1565,FOREST AVENUE,SI,10302,1/7/2020,2020,Routine Inspection,2,1,0,1,00580-20S0,40.62445265,-74.14004545,5110062,Port Richmond,SI28
Indoor,40854249,EQUINOX WALL STREET INC,14,WALL STREET,MA,10005,1/9/2020,2020,Routine Inspection,2,1,0,1,00569-20S0,40.70733945,-74.01099731,1001025,Battery Park City-Lower Manhattan,MN25
Indoor,41109531,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1466,MANOR ROAD,SI,10314,1/9/2020,2020,Routine Inspection,2,1,0,1,00563-20S0,40.59444682,-74.12567653,5141743,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Indoor,50010932,RIVERSIDE CENTER PARCEL 2 BIT ASSOCIATES LLC,21,WEST END AVENUE,MA,10023,1/16/2020,2020,Complaint Inspection,2,0,0,2,,40.77245628,-73.98984395,1088870,Lincoln Square,MN14
Indoor,41486305,301 EAST 57 STREET GYM LLC,301,EAST 57 STREET,MA,10022,1/17/2020,2020,Routine Inspection,2,1,0,1,01199-20S0,40.7592574,-73.9651702,1039997,Turtle Bay-East Midtown,MN19
Indoor,40425409,Y.M.C.A. OF NEW YORK,5,WEST 63 STREET,MA,10023,1/21/2020,2020,Routine Inspection,2,1,0,1,01329-20S0,40.77068196,-73.98046466,1027468,Lincoln Square,MN14
Indoor,50063367,THE GREENWICH LANE,155,WEST 11 STREET,MA,10011,1/22/2020,2020,Routine Inspection,2,1,0,1,01447-20S0,40.73602005,-73.99977989,1089806,West Village,MN23
Indoor,41002352,TOWN SPORTS INTERNATIONAL,324,9 STREET,BK,11215,1/23/2020,2020,Complaint Inspection,2,0,1,1,01584-20S0,40.66887108,-73.98572151,3022267,Park Slope-Gowanus,BK37
Indoor,41738014,BROOKLYN TENNIS & SPORTS CLUB,2781,SHELL ROAD,BK,11223,1/23/2020,2020,Routine Inspection,2,2,0,0,01553-20S0,40.58449724,-73.9745142,3423929,Gravesend,BK26
Indoor,40425696,NYC BD OF ED/JAMES MONROE HIGH SCHOOL,1300,BOYNTON AVENUE,BX,10472,1/28/2020,2020,Routine Inspection,2,1,0,1,,40.83159438,-73.87891119,2027459,West Farms-Bronx River,BX08
Indoor,40425829,KINSGWAY JEWISH CENTER,2810,NOSTRAND AVENUE,BK,11229,1/28/2020,2020,Routine Inspection,2,0,0,2,,40.61571694,-73.94477585,3211291,Madison,BK44
Indoor,40425580,BAYVIEW LEISURE ASSOC.,1,BAY CLUB DRIVE,QU,11360,1/28/2020,2020,Re-Inspection,2,2,0,0,00507-20S1,40.77900473,-73.78208352,4610630,Ft. Totten-Bay Terrace-Clearview,QN47
Indoor,40425631,NEW YORK HEALTH & RACQUET CLUB,39,WHITEHALL STREET,MA,10038,1/30/2020,2020,Routine Inspection,2,1,0,1,02090-20S0,40.70302995,-74.01296942,1087700,Battery Park City-Lower Manhattan,MN25
Indoor,40425721,NYC BD OF ED/P.S. 11 - WILLIAM T. HARRIS SCHOOL,320,WEST 21 STREET,MA,10011,1/30/2020,2020,Routine Inspection,2,0,2,0,,40.74434217,-74.00025262,1013260,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40850497,TRUMP WORLD TOWER,845,UNITED NATIONS PLAZA,MA,10017,2/3/2020,2020,Routine Inspection,2,0,1,1,02217-20S0,40.75197625,-73.9675381,1038909,Turtle Bay-East Midtown,MN19
Indoor,41666463,NEW SETTLEMENT COMMUNITY CAMPUS CORP.,1501,JEROME AVENUE,BX,10452,2/3/2020,2020,Routine Inspection,2,2,0,0,,40.84248847,-73.91608156,2008336,West Concourse,BX63
Indoor,40425607,RIVERDALE Y.M.-Y.W.H.A,5625,ARLINGTON AVENUE,BX,10471,2/3/2020,2020,Routine Inspection,2,0,1,1,02242-20S0,40.90500372,-73.9071319,2086312,North Riverdale-Fieldston-Riverdale,BX22
Indoor,41380940,OLIVE PARK CONDOMINIUM,100,MASPETH AVENUE,BK,11211,2/3/2020,2020,Re-Inspection,2,1,1,0,16576-19S1,40.71599734,-73.93922013,3070234,East Williamsburg,BK90
Indoor,40524759,400 E 84TH STREET ASSOCIATES L.P,400,EAST 84 STREET,MA,10028,2/4/2020,2020,Routine Inspection,2,0,0,2,,40.77540469,-73.95000459,1085139,Yorkville,MN32
Indoor,41377670,MILFORD MANAGEMENT CORP,30,WEST 63 STREET,MA,10023,2/4/2020,2020,Routine Inspection,2,2,0,0,02402-20S0,40.77108286,-73.98145377,1027463,Lincoln Square,MN14
Indoor,41466338,THE POWERHOUSE CONDOMINIUM,50-09,2 STREET,QU,11101,2/10/2020,2020,Routine Inspection,2,0,1,1,02755-20S0,40.74340142,-73.95843364,4540156,Hunters Point-Sunnyside-West Maspeth,QN31
Indoor,40425696,NYC BD OF ED/JAMES MONROE HIGH SCHOOL,1300,BOYNTON AVENUE,BX,10472,2/12/2020,2020,Re-Inspection,2,1,0,1,,40.83159438,-73.87891119,2027459,West Farms-Bronx River,BX08
Indoor,40425761,MEDGAR EVERS COLLEGE / CITY UNIVERSITY OF NEW YORK,1150,CARROLL STREET,BK,11225,2/12/2020,2020,Routine Inspection,2,0,0,2,,40.66724532,-73.95219472,3337869,Crown Heights South,BK63
Indoor,50040602,24 HOUR FITNESS USA INC,945,KINGS HIGHWAY,BK,11223,2/12/2020,2020,Re-Inspection,2,1,0,1,15251-19S1,40.60708908,-73.96267127,3177585,Homecrest,BK25
Indoor,40425819,Y.M.C.A. OF NEW YORK,99,MESEROLE AVENUE,BK,11222,2/13/2020,2020,Routine Inspection,2,0,2,0,03172-20S0,40.7269034,-73.95328464,3065312,Greenpoint,BK76
Indoor,40425760,QUEENSBOROUGH COMMUNITY COLLEGE,221-05,56 AVENUE,QU,11364,2/13/2020,2020,Complaint Inspection,2,0,0,2,,40.75362121,-73.75748951,4439435,Oakland Gardens,QN42
Indoor,50063791,SAMCOM 48 (DE) LLC,37-10,114 STREET,QU,11368,2/20/2020,2020,Re-Inspection,2,1,1,0,21154-19S1,40.75476964,-73.85374921,4044891,Corona,QN25
Indoor,40425552,NEW YORK HEALTH & RACQUET CLUB,110,WEST 56 STREET,MA,10019,2/21/2020,2020,Re-Inspection,2,0,2,0,01604-20S2,40.76387731,-73.97826821,1023398,Midtown-Midtown South,MN17
Indoor,40425849,MADISON SQUARE BOYS & GIRLS CLUB,1665,HOE AVENUE,BX,10460,2/24/2020,2020,Re-Inspection,2,0,1,1,03110-20S1,40.83583007,-73.88756586,2010612,Crotona Park East,BX75
Indoor,40425796,THE HERBERT H. LEHMAN COLLEGE,250,BEDFORD PARK BOULEVARD WEST,BX,10468,3/2/2020,2020,Routine Inspection,2,0,1,1,,40.87502169,-73.89285823,2097309,Van Cortlandt Village,BX28
Indoor,41359734,TOWN SPORTS INTERNATIONAL LLC,885,2 AVENUE,MA,10017,3/9/2020,2020,Routine Inspection,2,1,0,1,04655-20S0,40.75318729,-73.96975726,1037988,Turtle Bay-East Midtown,MN19
Indoor,40425437,HARMONIE CLUB OF THE CITY OF N.Y,4,EAST 60 STREET,MA,10022,3/9/2020,2020,Routine Inspection,2,0,0,2,,40.76471314,-73.97215986,1040764,Upper East Side-Carnegie Hill,MN40
Indoor,41383468,HARBOR FITNESS CENTER INC.,9215,4 AVENUE,BK,11209,3/11/2020,2020,Routine Inspection,2,2,0,0,04827-20S0,40.61795227,-74.03031811,3155317,Bay Ridge,BK31
Indoor,40425728,THE PENINSULA SPA/POOL,700,5 AVENUE,MA,10019,3/12/2020,2020,Routine Inspection,2,0,0,2,,40.76172757,-73.97533775,1034801,Midtown-Midtown South,MN17
Indoor,40425691,NYC BD OF ED/RICHMOND HILL HIGH SCHOOL,89-30,114 STREET,QU,11413,3/12/2020,2020,Routine Inspection,2,0,0,2,,40.69588068,-73.83368033,4195688,Richmond Hill,QN54
Indoor,41473419,BANYA NY LLC,602,CONEY ISLAND AVENUE,BK,11218,3/12/2020,2020,Routine Inspection,2,1,1,0,04987-20S0,40.64264985,-73.96978593,3125637,Kensington-Ocean Parkway,BK41
Outdoor,40426290,CAPTAINS QUARTERS HOMEOWNERS ASS INC,92,ADMIRALTY LOOP,SI,10309,8/28/2020,2020,Routine Inspection,2,0,0,2,,40.51411898,-74.20305972,,Annadale-Huguenot-Prince's Bay-Eltingville,SI01
Indoor,40425563,CENTRAL QUEENS Y.M.-Y.W.H.A,67-09,108 STREET,QU,11375,11/12/2020,2020,Routine Inspection,2,0,0,2,,40.72869434,-73.84741324,4051865,Forest Hills,QN17
Outdoor,41365728,SPA CASTLE INC,11-Nov,131 STREET,QU,11356,12/3/2020,2020,Routine Inspection,2,0,2,0,05325-20S0,40.78749256,-73.83735071,4097283,Whitestone,QN49
Indoor,50086626,565 BROOME SOHO CONDOMINIUM,565,BROOME STREET,MA,10013,12/4/2020,2020,Routine Inspection,2,0,0,2,,40.72436837,-74.00584822,1089738,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50010008,SPA CASTLE PREMIER 57 INC,115,EAST 57 STREET,MA,10022,12/7/2020,2020,Routine Inspection,2,1,1,0,,40.76129263,-73.96999542,1036926,Turtle Bay-East Midtown,MN19
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,2/2/2021,2021,Routine Inspection,2,0,0,2,,40.70929135,-74.00594428,1077403,Battery Park City-Lower Manhattan,MN25
Indoor,41407432,120 RIVERSIDE BLVD AT TRUMP PLACE CONDOMINIUM,120,RIVERSIDE BOULEVARD,MA,10069,2/3/2021,2021,Routine Inspection,2,0,0,2,,40.77666119,-73.98923311,1086247,Lincoln Square,MN14
Indoor,41700349,ET 400 PAS LLC,400,PARK AVENUE SOUTH,MA,10016,3/4/2021,2021,Routine Inspection,2,0,0,2,,40.74317455,-73.98418982,1089699,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425694,NYC BD OF ED/ERASMUS HALL HIGH SCHOOL,911,FLATBUSH AVENUE,BK,11226,6/29/2021,2021,Routine Inspection,2,1,1,0,,40.64978002,-73.95854985,3336215,Erasmus,BK95
Indoor,40425706,NYC BD OF ED/THOMAS JEFFERSON HIGH SCHOOL,400,PENNSYLVANIA AVENUE,BK,11207,6/29/2021,2021,Routine Inspection,2,0,2,0,,40.6674485,-73.89474657,3084440,East New York (Pennsylvania Ave),BK85
Outdoor,40426113,1284-1306 ROCKLAND APT/OWNERS,1302,ROCKLAND AVENUE,SI,10314,7/7/2021,2021,Routine Inspection,2,1,0,1,,40.59522193,-74.16000786,5109197,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Outdoor,40787327,OCEANA HOMEOWNERS ASSOCIATION,3205,CONEY ISLAND AVENUE,BK,11235,7/8/2021,2021,Routine Inspection,2,1,0,1,,40.5775898,-73.95959558,,Brighton Beach,BK19
Outdoor,40426070,73 YORK HEALTH INC,1385,YORK AVENUE,MA,10040,7/9/2021,2021,Routine Inspection,2,0,1,1,,40.76792374,-73.95297417,1045876,Lenox Hill-Roosevelt Island,MN31
Outdoor,41109093,NAUTILUS APARTMENTS LLC,1230,AVENUE Y,BK,11235,7/13/2021,2021,Routine Inspection,2,1,1,0,,40.58975127,-73.95768713,3203882,Homecrest,BK25
Outdoor,40426061,SEA ISLE OWNERS INC,3901,NOSTRAND AVENUE,BK,11235,7/20/2021,2021,Routine Inspection,2,0,0,2,,40.58854094,-73.93959941,3205436,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,40426104,1625 EMMONS AVENUE OWNES INC,1625,EMMONS AVENUE,BK,11235,7/20/2021,2021,Routine Inspection,2,1,1,0,,40.58330152,-73.95201023,3247023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17
Outdoor,41567960,TORAH ACADEMY FOR GIRLS,444,BEACH 6 STREET,QU,11691,7/30/2021,2021,Routine Inspection,2,0,0,2,,40.59918712,-73.74054449,4298759,Far Rockaway-Bayswater,QN15
Outdoor,41109096,SOUTHAMPTON APARTMENTS LLC,1429,SHORE PARKWAY,BK,11214,8/6/2021,2021,Routine Inspection,2,0,0,2,,40.59868773,-74.00591639,3336453,Bath Beach,BK27
Outdoor,40426350,NYCP&R / BETSY HEAD,0,THOMAS BOYLAND & DUMONT AVENUE,BK,11212,8/9/2021,2021,Routine Inspection,2,0,1,1,,40.66343102,-73.91207244,,,
Outdoor,41355188,NYCP&R/ VESUVIO POOL,95,THOMPSON STREET,MA,10012,8/11/2021,2021,Routine Inspection,2,0,1,1,,40.72533465,-74.00225129,1088208,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Outdoor,41355186,NYCP&R /FREDERICK DOUGLAS POOL,825,AMSTERDAM AVENUE,MA,10023,8/11/2021,2021,Routine Inspection,2,0,0,2,,40.79677088,-73.96836493,1000000,Upper West Side,MN12
Outdoor,40426253,40-50 BRIGHTON 1ST ROAD APTS CORP,40-50,BRIGHTON 1 ROAD,BK,11235,8/11/2021,2021,Routine Inspection,2,1,0,1,,40.57565423,-73.96659101,3245026,Brighton Beach,BK19
Outdoor,50051358,363 GOWANUS DEVELOPERS LLC,363,BOND STREET,BK,11231,8/13/2021,2021,Routine Inspection,2,0,0,2,,40.67817914,-73.99082818,3421398,Carroll Gardens-Columbia Street-Red Hook,BK33
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,8/13/2021,2021,Routine Inspection,2,2,0,0,,40.73305494,-73.85965686,4440231,Rego Park,QN18
Outdoor,41594244,MILL HERBOR CONDOMINIUM,1980,BERGEN AVENUE,BK,11234,8/16/2021,2021,Routine Inspection,2,0,1,1,,40.62456073,-73.90679594,3413641,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45
Outdoor,50046607,"HOMEPORT I, LLC",7,NAVY PIER COURT,SI,10304,8/17/2021,2021,Routine Inspection,2,0,0,2,,40.62882068,-74.07438645,5158986,Stapleton-Rosebank,SI37
Outdoor,40426277,SKYLINE TERRACE CONDOMINIUM,25-52,120 STREET,QU,11354,8/18/2021,2021,Routine Inspection,2,1,0,1,,40.77633329,-73.84803661,4449434,College Point,QN23
Outdoor,40426378,BAY PARK ESTATES CONDOMINIUM ASSOC,May-52,115 STREET,QU,11356,8/18/2021,2021,Routine Inspection,2,0,0,2,,40.79018539,-73.85171014,4568269,College Point,QN23
Outdoor,40426106,BELSHIRE MANOR PROPERTY,16-66,BELL BOULEVARD,QU,11360,8/18/2021,2021,Routine Inspection,2,0,0,2,,40.78507188,-73.7784236,4131166,Ft. Totten-Bay Terrace-Clearview,QN47
Outdoor,41109095,BELCREST APARTMENTS LLC,162-15,HIGHLAND AVENUE,QU,11432,8/24/2021,2021,Routine Inspection,2,1,0,1,,40.70988716,-73.80087922,4209099,Briarwood-Jamaica Hills,QN35
Indoor,40425811,RIVERS BEND POOL CLUB INC,501,EAST 87 STREET,MA,10128,9/7/2021,2021,Routine Inspection,2,0,1,1,02822-21S0,40.77645425,-73.94627043,1051312,Yorkville,MN32
Indoor,40854249,EQUINOX WALL STREET INC,14,WALL STREET,MA,10005,9/8/2021,2021,Routine Inspection,2,1,1,0,02942-21S0,40.70733945,-74.01099731,1001025,Battery Park City-Lower Manhattan,MN25
Indoor,50003158,NEWYORK SPA & SAUNA CORP,149-06,NORTHERN BOULEVARD,QU,11354,9/16/2021,2021,Routine Inspection,2,0,0,2,,40.76533071,-73.81686766,4595272,Murray Hill,QN51
Indoor,40425557,ST. GEORGE HEALTH & RACQUETBALL ASSOC,43,CLARK STREET,BK,11201,9/20/2021,2021,Routine Inspection,2,0,0,2,,40.69780999,-73.99430198,3001725,Brooklyn Heights-Cobble Hill,BK09
Indoor,50060587,M PLAZA L.P.,482,WEST 43 STREET,MA,10036,9/27/2021,2021,Routine Inspection,2,1,1,0,03308-21S0,40.76006951,-73.99446629,1083746,Clinton,MN15
Indoor,41412914,111 FULTON STREET CONDOMINIUM,111,FULTON STREET,MA,10038,10/6/2021,2021,Routine Inspection,2,1,1,0,03469-21S0,40.70974145,-74.00679196,1001263,Battery Park City-Lower Manhattan,MN25
Indoor,40425534,CLARIDGE HOUSE LLC,201,EAST 87 STREET,MA,10128,10/13/2021,2021,Routine Inspection,2,2,0,0,03555-21S0,40.77935572,-73.95315021,1048809,Yorkville,MN32
Indoor,41071003,WEST 64TH ST LLC,1930,BROADWAY,MA,10023,10/19/2021,2021,Routine Inspection,2,1,1,0,03679-21S0,40.77253769,-73.98217544,1086193,Lincoln Square,MN14
Indoor,40425788,NYCP&R / ST.JOHNS,1251,PROSPECT PLACE,BK,11213,10/21/2021,2021,Routine Inspection,2,0,2,0,,40.67348112,-73.93479961,3393257,Crown Heights North,BK61
Indoor,40425806,NYC BD OF ED/LONG ISLAND CITY HIGH SCHOOL,14-30,BROADWAY,QU,11106,10/25/2021,2021,Routine Inspection,2,0,1,1,,40.76581945,-73.93279916,4467709,Astoria,QN70
Indoor,40425721,NYC BD OF ED/P.S. 11 - WILLIAM T. HARRIS SCHOOL,320,WEST 21 STREET,MA,10011,11/10/2021,2021,Routine Inspection,2,0,1,1,,40.74434217,-74.00025262,1013260,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425759,HUNTER COLLEGE,695,PARK AVENUE,MA,10021,11/15/2021,2021,Routine Inspection,2,0,2,0,,40.76896567,-73.96536727,1081419,Upper East Side-Carnegie Hill,MN40
Indoor,50103515,"LTF CLUB OPERATIONS COMPANY, INC.",60,WEST 23 STREET,MA,10010,11/16/2021,2021,Complaint Inspection,2,0,0,2,,40.74231347,-73.9914292,1086050,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50041155,EQUINOX WFC INC,225,LIBERTY STREET,MA,10281,11/17/2021,2021,Routine Inspection,2,1,1,0,04306-21S0,40.71153017,-74.01567279,1000058,Battery Park City-Lower Manhattan,MN25
Indoor,40425686,NYC BD OF ED/FAR ROCKAWAY HIGH SCHOOL,821,BAY 25 STREET,QU,11691,11/18/2021,2021,Routine Inspection,2,0,1,1,,40.60200214,-73.76279588,4300730,Far Rockaway-Bayswater,QN15
Indoor,40425461,ST. FRANCIS COLLEGE,180,REMSEN STREET,BK,11201,11/23/2021,2021,Re-Inspection,2,0,0,2,,40.69326997,-73.99158698,3335934,Brooklyn Heights-Cobble Hill,BK09
Indoor,50094113,BSC OWNER LLC,1540,VAN SICLEN AVENUE,BK,11239,11/23/2021,2021,Routine Inspection,2,0,0,2,,40.64820703,-73.87761285,3343608,Starrett City,BK93
Indoor,41733694,515 EAST 72ND STREET CONDOMINIUM,515,EAST 72 STREET,MA,10021,11/30/2021,2021,Routine Inspection,2,0,0,2,,40.76665304,-73.95327109,1046261,Lenox Hill-Roosevelt Island,MN31
Indoor,40879283,SPA SOL. INC.,4,WEST 33 STREET,MA,10001,12/6/2021,2021,Routine Inspection,2,0,0,2,,40.74790119,-73.98538691,1083631,Midtown-Midtown South,MN17
Indoor,40425688,NYC BD OF ED/GROVER CLEVELAND HIGH SCHOOL,21-27,HIMROD STREET,QU,11385,12/7/2021,2021,Routine Inspection,2,0,0,2,,40.71102563,-73.90881356,4080227,Ridgewood,QN20
Indoor,40513139,CHELSEA PIERS LP BY CHELSEA PIERS MANAGEMENT,PIER 60,WEST 23 STREET,MA,10011,12/9/2021,2021,Routine Inspection,2,2,0,0,,40.74231347,-73.9914292,1086050,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,40425728,THE PENINSULA SPA/POOL,700,5 AVENUE,MA,10019,12/9/2021,2021,Routine Inspection,2,2,0,0,04922-21S0,40.76172757,-73.97533775,1034801,Midtown-Midtown South,MN17
Indoor,41190630,EXHALE ENTERPRISES,150,CENTRAL PARK SOUTH,MA,10019,12/9/2021,2021,Routine Inspection,2,0,1,1,04924-21S0,40.76633928,-73.97784142,1023759,Midtown-Midtown South,MN17
Indoor,40425701,NYC BD OF ED/PROSPECT HEIGHTS HIGH SCHOOL,883,CLASSON AVENUE,BK,11225,12/14/2021,2021,Routine Inspection,2,0,1,1,,40.67034226,-73.96169487,3029686,Crown Heights South,BK63
Indoor,40425712,NYC BD OF ED/WALTON HIGH SCHOOL,2780,RESERVOIR AVENUE,BX,10468,12/14/2021,2021,Routine Inspection,2,0,1,1,,40.87028649,-73.89830757,2015241,Van Cortlandt Village,BX28
Indoor,50003687,388 ATHLETIC CLUB LLC,388,BRIDGE STREET,BK,11201,12/15/2021,2021,Routine Inspection,2,0,1,1,05064-21S0,40.69157856,-73.98532357,3397720,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40711872,NEW YORK SPORTS CLUB,303,PARK AVENUE SOUTH,MA,10010,12/16/2021,2021,Routine Inspection,2,0,2,0,05113-21S0,40.74032027,-73.98624744,1018033,Gramercy,MN21
Indoor,41486495,THE SEVILLE CONDOMINIUM OF SOLSTICE RESIDENTIAL,300,EAST 77 STREET,MA,10021,12/20/2021,2021,Routine Inspection,2,1,1,0,,40.77185805,-73.95566471,1045192,Lenox Hill-Roosevelt Island,MN31
Indoor,40618091,FOREST HILLS SPA INC.,59-21,CALLOWAY STREET,QU,11368,12/23/2021,2021,Routine Inspection,2,2,0,0,,40.73757482,-73.85682546,4047929,Corona,QN25
Indoor,50052652,WEST 30TH HL LLC,520,WEST 30 STREET,MA,10001,1/2/2019,2019,Routine Inspection,1,0,0,1,,40.75257917,-74.00225221,1089836,Hudson Yards-Chelsea-Flatiron-Union Square,MN13
Indoor,50064867,ALBERT EINSTEIN COLLEGE OF MEDICINE INC,1300,MORRIS PARK AVENUE,BX,10461,1/2/2019,2019,Routine Inspection,1,0,0,1,,40.85117554,-73.84482139,2097363,Van Nest-Morris Park-Westchester Square,BX37
Indoor,40425690,NYC BD OF ED/JOHN ADAMS HIGH SCHOOL,101-01,ROCKAWAY BOULEVARD,QU,11471,1/2/2019,2019,Re-Inspection,1,0,1,0,,40.6796313,-73.83729753,4202849,South Ozone Park,QN55
Indoor,50060208,THE RESIDENTIAL SECTION OF 140 WEST STREET CONDOMINIUM,100,BARCLAY STREET,MA,10007,1/3/2019,2019,Routine Inspection,1,0,0,1,,40.71409415,-74.01270825,1001228,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,41748959,SGN 443 GREENWICH STREET OWNER LLC,443,GREENWICH STREET,MA,10013,1/7/2019,2019,Routine Inspection,1,0,1,0,00324-19S0,40.72287496,-74.00962535,1002856,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,50063367,THE GREENWICH LANE,155,WEST 11 STREET,MA,10011,1/7/2019,2019,Routine Inspection,1,0,0,1,,40.73602005,-73.99977989,1089806,West Village,MN23
Indoor,40998412,EQUINOX TRIBECA INC.,54,MURRAY STREET,MA,10007,1/9/2019,2019,Routine Inspection,1,0,0,1,,40.71416306,-74.00967819,1001410,SoHo-TriBeCa-Civic Center-Little Italy,MN24
Indoor,41473425,BROOKLYN GOLD LLC,235,GOLD STREET,BK,11201,1/9/2019,2019,Complaint Inspection,1,0,0,1,,40.69731483,-73.98312245,3396901,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40711872,NEW YORK SPORTS CLUB,303,PARK AVENUE SOUTH,MA,10010,1/10/2019,2019,Re-Inspection,1,0,1,0,25761-18S1,40.74032027,-73.98624744,1018033,Gramercy,MN21
Indoor,50036605,JUMEAUX MANAGEMENT LLC,305,EAST 86 STREET,MA,10028,1/10/2019,2019,Routine Inspection,1,0,1,0,00625-19S0,40.77769712,-73.95131354,1050025,Yorkville,MN32
Indoor,40425627,2400 JOHNSON AVENUE OWNERS INC,2400,JOHNSON AVENUE,BX,10463,1/10/2019,2019,Routine Inspection,1,0,0,1,,40.87681012,-73.9182005,2083244,Spuyten Duyvil-Kingsbridge,BX29
Indoor,40425580,BAYVIEW LEISURE ASSOC.,1,BAY CLUB DRIVE,QU,11360,1/10/2019,2019,Routine Inspection,1,0,0,1,,40.77900473,-73.78208352,4610630,Ft. Totten-Bay Terrace-Clearview,QN47
Indoor,50011092,MJFT HOTELS OF FLUSHING LLC,133-42,39 AVENUE,QU,11354,1/10/2019,2019,Routine Inspection,1,1,0,0,00599-19S0,40.75909891,-73.83413912,4596186,Flushing,QN22
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,1/14/2019,2019,Re-Inspection,1,0,1,0,00060-19S1,40.70929135,-74.00594428,1077403,Battery Park City-Lower Manhattan,MN25
Indoor,40880889,OSAKA 46 TRADITIONAL HEALTH SPA INC.,37,WEST 46 STREET,MA,10036,1/14/2019,2019,Routine Inspection,1,0,0,1,,40.75658486,-73.98033526,1034323,Midtown-Midtown South,MN17
Indoor,41486305,301 EAST 57 STREET GYM LLC,301,EAST 57 STREET,MA,10022,1/14/2019,2019,Routine Inspection,1,0,1,0,00723-19S0,40.7592574,-73.9651702,1039997,Turtle Bay-East Midtown,MN19
Indoor,40425404,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,1395,LEXINGTON AVENUE,MA,10028,1/14/2019,2019,Routine Inspection,1,0,1,0,00729-19S0,40.78303088,-73.95298873,1048310,Upper East Side-Carnegie Hill,MN40
Indoor,50004851,FITNESS INTERNATIONAL LLC,3231,RICHMOND AVENUE,SI,10312,1/17/2019,2019,Re-Inspection,1,0,0,1,,40.56039291,-74.16976352,5073738,Great Kills,SI54
Indoor,50036369,40 BROAD SPA OWNER LLC,40,BROAD STREET,MA,10004,1/22/2019,2019,Complaint Inspection,1,1,0,0,01257-19S0,40.70601369,-74.01133252,1078985,Battery Park City-Lower Manhattan,MN25
Indoor,41748959,SGN 443 GREENWICH STREET OWNER LLC,443,GREENWICH STREET,MA,10013,1/22/2019,2019,Re-Inspection,1,0,1,0,00324-19S1,40.72287496,-74.00962535,1002856,SoHo-TriBeCa-Civic Center-Little Italy,MN24
